STELIB,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,bestfitFLAG,COMMENT,fits
3647845574239719936,3647845574239719936,  5.7819295,  6.0203910,  5.3827615,  0.6376295,NOT_AVAILABLE,      0,false, 13, 13,  0,BIN,HD124425_moy.fits
1226796526941689856,1226796526941689856,  5.3922539,  5.6683760,  4.9568520,  0.7115240,NOT_AVAILABLE,      0,true, 28, 26,  0,DMS,HD124570_moy.fits
3640828731549972480,3640828731549972480,  3.9420373,  4.2083449,  3.4934862,  0.7148588,NOT_AVAILABLE,      0,false,  9, 10,  0,SAT,HD124850_moy.fits
1232381564974461184,1232381564974461184,  4.4802999,  5.0990152,  3.7383308,  1.3606844,NOT_AVAILABLE,      0,true, 50, 49,  0,OK,HD125560_moy.fits
1255848853963056128,1255848853963056128,  6.1236978,  6.3181429,  5.7812247,  0.5369182,NOT_AVAILABLE,      0,true, 33, 30,  0,OK,HD126141_moy.fits
1604859511344724864,1604859511344724864,  3.9172292,  4.1762862,  3.4793646,  0.6969216,NOT_AVAILABLE,      0,true, 38, 40,  0,SAT,HD126660_moy.fits
1284537517514584704,1284537517514584704,  3.1642871,  3.9663963,  2.4965630,  1.4698334,NOT_AVAILABLE,      0,true, 57, 58,  0,SAT,HD127665_moy.fits
1284257623084916480,1284257623084916480,  4.3419638,  4.5513854,  4.0113702,  0.5400152,NOT_AVAILABLE,      0,true, 64, 57,  0,SAT,HD128167_moy.fits
3655377057091634304,3655377057091634304,  3.7283771,  3.7357953,  3.6791286,  0.0566666,NOT_AVAILABLE,      0,false, 16, 16,  0,SAT,HR5511_moy.fits
1265976524286377856,1265976524286377856,  5.7293472,  6.0215082,  5.2628183,  0.7586899,NOT_AVAILABLE,      0,true, 39, 35,  0,VAR,HD130948_moy.fits
none,none,  0.0000000,  0.0000000,  0.0000000,  0.0000000,none,      0,none,  0,  0,  0,BS,HD268623_moy.fits
1606148310770764288,1606148310770764288,  7.5484657,  7.9563308,  6.9663219,  0.9900088,NOT_AVAILABLE,      0,true, 58, 54,  0,OK,HD132142_moy.fits
1264630412816366720,1264630412816366720,  4.8022990,  5.0345430,  4.4395275,  0.5950155,NOT_AVAILABLE,      0,true, 61, 49,  0,OK,HD134083_moy.fits
1155587858959873024,1155587858959873024,  7.5348411,  7.8183179,  7.0726972,  0.7456207,NOT_AVAILABLE,      1,false, 22, 21,  0,BIN,HD134169_moy.fits
1278391075717325312,1278391075717325312,  3.2112799,  3.8648219,  2.6367016,  1.2281203,NOT_AVAILABLE,      0,true, 42, 42,  0,SAT,HD135722_moy.fits
4421455530273900032,4421455530273900032,  4.9216571,  5.1909680,  4.4734082,  0.7175598,NOT_AVAILABLE,      0,false, 17, 16,  0,OK,HD136202_moy.fits
1275235752223276288,1275235752223276288,  5.2196350,  5.7416940,  4.5459652,  1.1957288,NOT_AVAILABLE,      0,true, 78, 74,  0,OK,HD136512_moy.fits
1614731957531452544,1614731957531452544,  2.9729202,  3.7606664,  2.4086325,  1.3520339,NOT_AVAILABLE,      0,true, 43, 43,  0,SAT,HD137759_moy.fits
1164574545451579520,1164574545451579520,  6.4844236,  6.6613941,  6.1616192,  0.4997749,NOT_AVAILABLE,      0,false, 28, 25,  0,OK,HD138290_moy.fits
1707279775385990016,1707279775385990016,  4.3747611,  5.2489929,  3.4617591,  1.7872338,NOT_AVAILABLE,      1,true, 23, 24,  0,VAR,HD139669_moy.fits
1389564345668389120,1389564345668389120,  4.9968581,  5.4675736,  4.3693204,  1.0982533,NOT_AVAILABLE,      0,true, 35, 33,  0,OK,HD139641_moy.fits
1401050531326713984,1401050531326713984,  5.6645703,  5.8445220,  5.3339911,  0.5105309,NOT_AVAILABLE,      0,true, 29, 25,  0,OK,HD139798_moy.fits
4430238051199001216,4430238051199001216,  4.2468562,  4.5703483,  3.7878482,  0.7825000,NOT_AVAILABLE,      0,false, 18, 15,  0,SAT,HD141004_moy.fits
1222932018450870144,1222932018450870144,  4.3782544,  4.7829895,  3.7978666,  0.9851229,NOT_AVAILABLE,      0,true,122,117,  0,VAR,HD141714_moy.fits
1384195086792268800,1384195086792268800,  4.4242649,  4.7436700,  3.9592021,  0.7844679,NOT_AVAILABLE,      0,true, 32, 30,  0,OK,HD142373_moy.fits
1398436236272992256,1398436236272992256,  4.6864309,  4.6550317,  4.7455211, -0.0904894,NOT_AVAILABLE,      0,true, 29, 27,  0,SAT,HD144206_moy.fits
1385293808145621504,1385293808145621504,  6.3952398,  6.8131170,  5.8110700,  1.0020471,NOT_AVAILABLE,      0,true, 34, 30,  0,OK,HD145675_moy.fits
1315697535309853696,1315697535309853696,  6.4261942,  6.5938773,  6.0955381,  0.4983392,NOT_AVAILABLE,      0,true, 68, 59,  0,DMS,HD145976_moy.fits
4357027756659697664,4357027756659697664,  2.0164251,  3.4822321,  1.9189217,  1.5633104,NOT_AVAILABLE,      0,false, 11, 10,  0,SAT,HD146051_moy.fits
1385978666451514112,1385978666451514112,  3.8871303,  3.8030870,  3.9738882, -0.1708012,NOT_AVAILABLE,      0,true, 25, 26,  0,SAT,HD147394_moy.fits
1201067439457715072,1201067439457715072,  3.6917470,  3.8450339,  3.4043772,  0.4406567,NOT_AVAILABLE,      0,true, 50, 51,  0,SAT,HD147547_moy.fits
4431639310048958208,4431639310048958208,  4.8786139,  5.6569748,  4.0087614,  1.6482134,NOT_AVAILABLE,      0,true, 28, 28,  0,OK,HD148513_moy.fits
1381119031215320576,1381119031215320576,  2.7236698,  5.1798620,  2.0481105,  3.1317515,VARIABLE,      0,false, 25, 24,  0,SAT,HD148783_moy.fits
1704511273826301568,1704511273826301568,  6.0503063,  6.5779181,  5.3642945,  1.2136235,NOT_AVAILABLE,      0,true, 20, 19,  0,OK,HD150275_moy.fits
4438443431600389888,4438443431600389888,  5.6262417,  5.5860586,  5.6268291, -0.0407705,NOT_AVAILABLE,      0,true, 38, 37,  0,OK,HD149121_moy.fits
4358031335898505472,4358031335898505472,  5.5535517,  5.9706206,  4.9560113,  1.0146093,NOT_AVAILABLE,      0,true, 59, 54,  0,VAR,HD149661_moy.fits
1412260533408744832,1412260533408744832,  6.3390532,  6.6073065,  5.9073086,  0.6999979,NOT_AVAILABLE,      0,true, 32, 26,  0,OK,HD151044_moy.fits
4445259407258903168,4445259407258903168,  4.5129910,  5.4033027,  3.5886502,  1.8146524,NOT_AVAILABLE,      0,true, 50, 48,  0,OK,HD151217_moy.fits
4449266646106197888,4449266646106197888,  6.2823257,  6.4350858,  5.9580512,  0.4770346,NOT_AVAILABLE,      0,true, 34, 31,  0,VAR,HD152830_moy.fits
4381502851133968128,4381502851133968128,  5.8623266,  6.1468501,  5.4123282,  0.7345219,NOT_AVAILABLE,      0,true, 64, 60,  0,VAR,HD154417_moy.fits
4568140654982359424,4568140654982359424,  5.1452341,  5.8209839,  4.3514876,  1.4694963,NOT_AVAILABLE,      0,true, 75, 74,  0,OK,HD154733_moy.fits
4380575722314322432,4380575722314322432,  6.5244632,  6.7758398,  6.1039567,  0.6718831,NOT_AVAILABLE,      0,true, 41, 37,  0,OK,HD155646_moy.fits
1339952869195300608,1339952869195300608,  2.7025177,  3.7274730,  2.2475624,  1.4799106,NOT_AVAILABLE,      0,true, 30, 30,  0,SAT,HD156283_moy.fits
1365907528362717568,1365907528362717568,  6.2444720,  6.4631462,  5.8653970,  0.5977492,NOT_AVAILABLE,      2,true, 31, 31,  0,OK,HD157373_moy.fits
1333760419707327744,1333760419707327744,  5.2098746,  5.5371356,  4.7165251,  0.8206105,NOT_AVAILABLE,      0,true, 36, 32,  0,OK,HD157214_moy.fits
4387079367952007168,4387079367952007168,  6.8062816,  7.1006455,  6.3318672,  0.7687783,NOT_AVAILABLE,      0,true, 59, 61,  0,OK,HD157089_moy.fits
4373106018271326848,4373106018271326848,  6.3323975,  6.5560169,  5.9447103,  0.6113067,NOT_AVAILABLE,      0,true, 45, 44,  0,OK,HD157856_moy.fits
4375233191015944192,4375233191015944192,  6.9344730,  7.7547555,  6.0471244,  1.7076311,NOT_AVAILABLE,      0,true, 64, 60,  0,OK,HD157881_moy.fits
4389237503121158016,4389237503121158016,  3.8180251,  4.6188450,  2.9764099,  1.6424351,NOT_AVAILABLE,      0,true, 46, 47,  0,SAT,HD157999_moy.fits
1415230383034813824,1415230383034813824,  2.5482864,  3.3843937,  2.2363496,  1.1480441,NOT_AVAILABLE,      0,false, 19, 19,  0,SAT,HD159181_moy.fits
4553915070463303168,4553915070463303168,  5.5210047,  5.7757020,  5.1084814,  0.6672206,NOT_AVAILABLE,      0,true, 40, 34,  0,OK,HD159332_moy.fits
1342299192648782592,1342299192648782592,  8.2385893,  8.5339260,  7.7654953,  0.7684307,NOT_AVAILABLE,      0,true, 43, 41,  0,OK,HD160693_moy.fits
4548845321128406528,4548845321128406528,  5.4587426,  5.6485472,  5.1075411,  0.5410061,NOT_AVAILABLE,      0,true, 62, 58,  0,OK,HD160910_moy.fits
4582148604918575744,4582148604918575744,  6.9231067,  7.0163002,  6.7143846,  0.3019156,NOT_AVAILABLE,      0,true, 51, 47,  0,OK,HD161817_moy.fits
4582795323914832000,4582795323914832000,  5.3510375,  5.5503058,  5.0097389,  0.5405669,VARIABLE,      0,true, 50, 46,  0,ESG,HD163506_moy.fits
4584613194593381888,4584613194593381888,  3.4648023,  3.9983246,  2.8382607,  1.1600640,NOT_AVAILABLE,      0,true, 40, 39,  0,SAT,HD163993_moy.fits
4596693872444055680,4596693872444055680,  4.2779837,  4.5010362,  3.8926563,  0.6083798,NOT_AVAILABLE,      0,true, 39, 37,  0,SAT,HD164136_moy.fits
4501903772425258752,4501903772425258752,  4.3138337,  4.9312887,  3.5733404,  1.3579483,NOT_AVAILABLE,      0,true, 49, 48,  0,SAT,HD164349_moy.fits
4469314179061640320,4469314179061640320,  3.9324145,  3.9549229,  3.8362093,  0.1187136,NOT_AVAILABLE,      0,true, 23, 22,  0,SAT,HD164353_moy.fits
4469466083462011008,4469466083462011008,  6.8158798,  7.5709286,  5.9618812,  1.6090474,NOT_AVAILABLE,      0,true, 32, 33,  0,VAR,HD165195_moy.fits
none,none,  0.0000000,  0.0000000,  0.0000000,  0.0000000,none,      0,none,  0,  0,  0,BS,HD268623_moy.fits
4590758227641991424,4590758227641991424,  4.9477282,  5.1950226,  4.4322319,  0.7627907,NOT_AVAILABLE,      0,true, 30, 30,  0,BIN,HD165908_moy.fits
4610177733290768896,4610177733290768896,  6.1298075,  6.5855312,  5.5021014,  1.0834298,NOT_AVAILABLE,      0,true, 34, 31,  0,OK,HD166620_moy.fits
4469921487441710208,4469921487441710208,  5.5461683,  5.7907133,  5.1438799,  0.6468334,NOT_AVAILABLE,      0,true, 28, 26,  0,BIN,HD166285_moy.fits
2161275788716592256,2161275788716592256,  4.8615122,  5.1011920,  4.4827433,  0.6184487,NOT_AVAILABLE,      0,false, 22, 19,  0,OK,HD168151_moy.fits
4275035697119244928,4275035697119244928,  6.5604844,  6.7069178,  6.2780771,  0.4288406,VARIABLE,      0,true, 23, 20,  0,OK,HD167858_moy.fits
none,none,  0.0000000,  0.0000000,  0.0000000,  0.0000000,none,      0,none,  0,  0,  0,BS,HD268623_moy.fits
4537855878510208000,4537855878510208000,  4.4602518,  5.0754890,  3.7149107,  1.3605783,NOT_AVAILABLE,      0,true, 52, 53,  0,OK,HD173780_moy.fits
4512265810537057664,4512265810537057664,  4.3116574,  4.3785810,  4.2123852,  0.1661959,NOT_AVAILABLE,      0,true, 70, 61,  0,SAT,HD173880_moy.fits
2268048503896398720,2268048503896398720,  6.9568386,  7.3721752,  6.3578858,  1.0142894,NOT_AVAILABLE,      0,true, 39, 36,  0,OK,HD175305_moy.fits
4253353396643672448,4253353396643672448,  5.0577374,  5.7982831,  4.1449380,  1.6533451,VARIABLE,      0,false, 17, 17,  0,VAR,HD173819_moy.fits
4264967400467007232,4264967400467007232,  6.1876187,  6.1593041,  6.2053242, -0.0460200,NOT_AVAILABLE,      0,false, 19, 18,  0,OK,HD175640_moy.fits
2043823929421342848,2043823929421342848,  3.2489738,  3.4173548,  3.1855104,  0.2318444,NOT_AVAILABLE,      0,true, 38, 37,  0,SAT,HD176437_moy.fits
4506124621465681536,4506124621465681536,  5.1170888,  5.4024420,  4.6782961,  0.7241459,NOT_AVAILABLE,      0,false, 19, 16,  0,OK,HD176303_moy.fits
2051256181345048832,2051256181345048832,  6.2427406,  6.2359262,  6.2198491,  0.0160770,NOT_AVAILABLE,      0,true, 39, 35,  0,BIN,HD181470_moy.fits
4308654978827295360,4308654978827295360,  6.2362452,  6.4621339,  5.8481455,  0.6139884,NOT_AVAILABLE,      0,true, 47, 41,  0,OK,HD182101_moy.fits
4322470415447668992,4322470415447668992,  6.2655773,  6.2779317,  6.1695418,  0.1083899,VARIABLE,      2,false, 33, 28,  0,BIN,HD182490_moy.fits
2024645246873799040,2024645246873799040,  9.2366371,  9.4583530,  8.8457060,  0.6126471,NOT_AVAILABLE,      0,true, 36, 35,  0,OK,HD338529_moy.fits
2136027771930903808,2136027771930903808,  5.5973511,  5.8437328,  5.1896014,  0.6541314,NOT_AVAILABLE,      0,true, 28, 26,  0,OK,HD184960_moy.fits
2032810465079954944,2032810465079954944,  7.4279032,  7.3250251,  7.5882230, -0.2631979,NOT_AVAILABLE,      0,true, 51, 49,  0,VAR,HD184927_moy.fits
2135110401277424384,2135110401277424384,  4.3716121,  4.5879292,  4.0318666,  0.5560627,NOT_AVAILABLE,      0,true, 23, 22,  0,SAT,HD185395_moy.fits
2135001343467043200,2135001343467043200,  6.2027788,  6.6985369,  5.5436010,  1.1549358,NOT_AVAILABLE,      0,true, 26, 23,  0,BIN,HD185657_moy.fits
2086308474601847168,2086308474601847168,  5.5857744,  5.5313597,  5.6350589, -0.1036992,NOT_AVAILABLE,      0,true, 31, 29,  0,BS,HR7589_moy.fits
4240272953377646592,4240272953377646592,  3.7476714,  4.2827048,  3.1402371,  1.1424677,VARIABLE,      0,false, 30, 29,  0,SAT/VAR,HD187929_moy.fits
2235104382453048320,2235104382453048320,  5.1110988,  5.0527506,  5.2285414, -0.1757908,NOT_AVAILABLE,      0,false, 22, 17,  0,DMS,HD188665_moy.fits
4303364682926575744,4303364682926575744,  8.6473618,  8.9729948,  8.1384706,  0.8345242,NOT_AVAILABLE,      0,true, 38, 38,  0,OK,HD188510_moy.fits
2027458764012840576,2027458764012840576,  4.6271439,  4.7056856,  4.4354954,  0.2701902,NOT_AVAILABLE,      0,true, 53, 50,  0,SAT/VAR,HD189849_moy.fits
2067518817314952576,2067518817314952576,  2.1137252,  3.1674535,  2.1739058,  0.9935477,NOT_AVAILABLE,      0,false,  8,  9,  0,SAT,HD194093_moy.fits
2243479676058593152,2243479676058593152,  4.1649013,  4.2684774,  3.9841368,  0.2843406,NOT_AVAILABLE,      1,true, 43, 44,  0,SAT/BIN,HD195725_moy.fits
2069758591214965504,2069758591214965504,  6.5799952,  6.5167537,  6.6554074, -0.1386538,VARIABLE,      0,true, 39, 34,  0,BIN,HD195986_moy.fits
none,none,  0.0000000,  0.0000000,  0.0000000,  0.0000000,none,      0,none,  0,  0,  0,BS,HD268623_moy.fits
2633603478379307904,2633603478379307904, 11.7725210, 11.6137171, 12.1028080, -0.4890909,NOT_AVAILABLE,      0,true, 27, 27,  0,OK,Feige110_moy.fits
