SPSS_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,namecsv,SIMBAD,bestfitFLAG,ratioR,chiT,chiTadj,rchi2,rchi2adj,rchi2Badj,rchi2Radj,flaggap
HD_100030,788862832304862720,  6.1679540,  6.6174016,  5.5435419,  1.0738597,NOT_AVAILABLE,      1,True, 75, 70,100030.fits.csv,OK,  0,     1.21,     0.05,     0.04,     4.86,     4.58,     1.05,     1.06 , 0
HD_100446,1056358927417808384,  7.1676087,  7.4282393,  6.7342453,  0.6939940,NOT_AVAILABLE,      0,True, 43, 38,100446.fits.csv,OK,  0,  5831.24,     0.65,  2226.07,   129.49,    36.79,    48.24,    21.19 , 1
HD_100696,1061520550394795392,  4.9201798,  5.4173503,  4.2645302,  1.1528201,NOT_AVAILABLE,      0,True, 36, 33,100696.fits.csv,OK,  0,     1.12,     0.04,     0.03,     4.85,     4.79,     0.60,     0.90 , 0
HD_101501,4025850731201819392,  5.1109953,  5.4871893,  4.5811539,  0.9060354,NOT_AVAILABLE,      0,True, 24, 21,101501.fits.csv,OK,  1,     1.01,     0.07,     0.05,     5.68,     4.75,     1.01,     1.56 , 0
HD_101673,1057043579564448000,  4.9314823,  5.5745907,  4.1678910,  1.4066997,NOT_AVAILABLE,      0,True, 32, 27,101673.fits.csv,OK,  0,     1.21,     0.05,     0.05,     6.27,     6.23,     0.74,     0.89 , 0
HD_102224,786420645182229504,  3.3287191,  4.0535631,  2.6313531,  1.4222100,NOT_AVAILABLE,      0,True, 52, 51,102224.fits.csv,SAT,  0,     1.26,     0.17,     0.14,     7.83,     5.24,     3.50,     1.86 , 0
HD_102328,841920040781646080,  4.8879147,  5.5138798,  4.1364779,  1.3774018,NOT_AVAILABLE,      0,True, 55, 51,102328.fits.csv,OK,  1,     1.03,     0.04,     0.04,     6.57,     6.55,     0.62,     0.69 , 0
HD_102574,3587572064793827328,  6.1084032,  6.3924479,  5.6575160,  0.7349319,NOT_AVAILABLE,      0,True, 50, 44,102574.fits.csv,OK,  0,   956.71,     0.34,     0.34,    95.36,    95.29,   132.85,    47.83 , 1
HD_10307,348515297330773120,  4.8004379,  5.1120868,  4.3069367,  0.8051500,NOT_AVAILABLE,      0,True, 28, 27,10307.fits.csv,BIN,  0,     0.96,     0.07,     0.05,     3.65,     2.70,     1.22,     1.43 , 0
HD_10362,511260782234988672,  6.2950969,  6.3027897,  6.2259965,  0.0767932,NOT_AVAILABLE,      0,True, 77, 71,10362.fits.csv,OK,  0,    52.48,     0.11,     0.21,    21.37,    16.98,    15.86,    17.99 , 0
HD_104304,3575733210781078016,  5.3550773,  5.7311568,  4.8056283,  0.9255285,NOT_AVAILABLE,      0,True, 46, 39,104304.fits.csv,OK,  0,     0.87,     0.12,     0.08,    10.71,     9.91,    12.34,     1.47 , 0
HD_104783,4033634311453832192,  8.9280968,  9.3607025,  8.3220968,  1.0386057,NOT_AVAILABLE,      0,True, 29, 27,104783.fits.csv,OK,  0,   844.79,     0.16,     0.14,    42.51,    42.48,     1.22,    46.06 , 1
HD_10486,350423224882432128,  6.0885243,  6.5773802,  5.4380336,  1.1393466,NOT_AVAILABLE,      0,True, 23, 19,10486.fits.csv,OK,  0,  2176.57,     0.38,     0.30,    60.33,    60.21,     2.48,    84.95 , 1
HD_104985,1693159194226600192,  5.5010715,  6.0241361,  4.8168998,  1.2072363,NOT_AVAILABLE,      0,True, 27, 24,104985.fits.csv,OK,  0,     1.11,     0.08,     0.06,     5.29,     4.51,     1.50,     0.73 , 0
HD_105043,1582943083506555776,  5.7750835,  6.3873687,  5.0170927,  1.3702760,NOT_AVAILABLE,      0,True, 37, 34,105043.fits.csv,OK,  1,     1.09,     0.08,     0.04,     6.62,     6.23,     0.99,     0.61 , 0
HD_105546,1575933490721033728,  8.4095621,  8.7863426,  7.8455944,  0.9407482,NOT_AVAILABLE,      0,True, 54, 51,105546.fits.csv,OK,  0,  2246.29,     0.22,     0.23,    87.54,    87.52,     4.29,   114.10 , 1
HD_105755,1573133034605389568,  8.4432039,  8.7368364,  7.9719992,  0.7648373,NOT_AVAILABLE,      0,True, 63, 60,105755.fits.csv,OK,  0,  1816.80,     0.18,     0.18,    84.45,    84.45,     1.12,   111.74 , 1
HD_105944,1539246258035428736,  9.6912117, 10.1329393,  9.0782375,  1.0547018,NOT_AVAILABLE,      0,True, 40, 40,105944.fits.csv,OK,  0,  2190.99,     0.27,     0.23,   118.06,   118.00,     1.50,   154.05 , 1
HD_106516,3581001280225616128,  6.0030136,  6.2106419,  5.5691791,  0.6414628,NOT_AVAILABLE,      0,True, 27, 29,106516.fits.csv,BIN,  0,    99.99,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00 , 9
HD_106591,1575287046603605888,  3.3111024,  3.4510305,  3.1895428,  0.2614877,NOT_AVAILABLE,      1,True, 39, 38,106591.fits.csv,SAT,  0,     1.00,     0.07,     0.07,     5.56,     5.41,     4.52,     2.24 , 0
HD_10700,2452378776434477184,  3.3003998,  3.7995205,  2.7482994,  1.0512211,NOT_AVAILABLE,      0,True, 54, 53,10700.fits.csv,SAT,  0,  2058.46,     0.30,     0.27,    45.31,    45.21,     4.65,    58.25 , 1
HD_107113,1727087236841921024,  6.2169380,  6.4363847,  5.8354564,  0.6009283,NOT_AVAILABLE,      0,True, 27, 25,107113.fits.csv,OK,  1,     0.98,     0.04,     0.03,     3.47,     3.12,     1.65,     1.11 , 0
HD_107259,3695061317957036928,  3.8159492,  3.8815882,  3.8041763,  0.0774119,NOT_AVAILABLE,      0,True, 39, 44,107259.fits.csv,SAT,  0,     0.99,     0.05,     0.05,     6.88,     6.69,     7.07,     2.01 , 0
HD_10761,2572221764290136192,  4.0125198,  4.4887261,  3.3678010,  1.1209252,NOT_AVAILABLE,      0,True, 20, 24,10761.fits.csv,OK,  0,     1.01,     0.05,     0.04,     3.91,     3.84,     0.65,     0.81 , 0
HD_10780,512167948043650816,  5.4103966,  5.8130040,  4.8419757,  0.9710283,NOT_AVAILABLE,      0,True, 59, 57,10780.fits.csv,VAR,  0,     0.98,     0.05,     0.04,     6.30,     6.10,     0.88,     0.98 , 0
HD_107950,1547805440663969920,  4.5386505,  4.9786067,  3.9346304,  1.0439763,NOT_AVAILABLE,      0,True, 61, 58,107950.fits.csv,OK,  1,     0.97,     0.04,     0.03,     6.49,     6.42,     0.63,     0.76 , 0
HD_108225,1532184644606148352,  4.7691092,  5.2430091,  4.1509552,  1.0920539,NOT_AVAILABLE,      0,True, 34, 30,108225.fits.csv,OK,  1,     0.97,     0.04,     0.03,     4.16,     4.02,     0.66,     0.73 , 0
HD_108510,3579784327012046336,  6.6192145,  6.9043264,  6.1640520,  0.7402744,NOT_AVAILABLE,      3,True, 37, 32,108510.fits.csv,BIN,  0,   651.27,     0.12,     0.12,    29.02,    28.98,     1.15,    31.58 , 1
HD_108954,1569335115284976000,  6.0728211,  6.3511410,  5.6244168,  0.7267241,NOT_AVAILABLE,      0,True, 54, 50,108954.fits.csv,OK,  1,     0.98,     0.03,     0.03,     4.56,     4.42,     0.89,     1.49 , 0
HD_109303,1544300472472494848,  8.0076885,  8.2733631,  7.5669580,  0.7064052,NOT_AVAILABLE,      0,True, 76, 74,109303.fits.csv,OK,  0,  5929.51,     0.65,  2262.90,   202.18,    53.34,    66.33,    34.18 , 1
HD_109317,1517740807028773504,  5.1451168,  5.6518435,  4.4854550,  1.1663885,NOT_AVAILABLE,      0,True, 32, 30,109317.fits.csv,OK,  1,     1.02,     0.04,     0.03,     3.22,     3.20,     0.62,     0.76 , 0
HD_109358,1534011998572555776,  4.0946722,  4.3963013,  3.6018336,  0.7944677,NOT_AVAILABLE,      0,True, 42, 43,109358.fits.csv,DMS,  0,     1.00,     0.03,     0.03,     6.34,     6.31,     0.95,     1.16 , 0
HD_109995,1521592327541035520,  7.5753045,  7.6029572,  7.4806781,  0.1222792,NOT_AVAILABLE,      0,True, 38, 34,109995.fits.csv,OK,  0,     1.11,     0.07,     0.09,     9.81,     9.11,    12.20,     1.53 , 0
HD_110010,1717627794711189760,  6.8558331,  7.1522465,  6.3939486,  0.7582979,NOT_AVAILABLE,      3,True, 32, 30,110010.fits.csv,BIN,  0,   669.95,     0.24,     0.24,    63.34,    63.34,    87.10,    27.45 , 1
HD_110014,3676091134604409728,  4.3003459,  4.9111753,  3.5624268,  1.3487484,NOT_AVAILABLE,      0,True, 44, 42,110014.fits.csv,DMS,  0,     1.07,     0.08,     0.05,    13.67,    13.62,    18.70,     0.65 , 0
HD_110184,3710786979933623424,  7.8741007,  8.5343790,  7.0861635,  1.4482155,NOT_AVAILABLE,      2,True, 63, 61,110184.fits.csv,BIN,  0,    99.99,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00 , 9
HD_110281,3695815204975716096,  8.7420731,  9.5801554,  7.8517580,  1.7283974,NOT_AVAILABLE,      0,True, 59, 57,110281.fits.csv,VAR,  0,     1.40,     0.25,     0.13,    18.30,    10.40,     4.99,     3.09 , 0
HD_110679,3961239132987142016,  8.9560461,  9.4043884,  8.3354616,  1.0689268,NOT_AVAILABLE,      0,True, 43, 42,110679.fits.csv,OK,  0,  2323.69,     0.22,     0.22,    80.51,    80.51,     1.23,   103.42 , 1
HD_110897,1521686782461765888,  5.8030252,  6.0948205,  5.3384056,  0.7564149,NOT_AVAILABLE,      0,True, 50, 45,110897.fits.csv,OK,  1,     0.97,     0.04,     0.03,     7.65,     7.24,     1.18,     1.80 , 0
HD_110930,3962839884477636864,  9.5500832, 10.0077477,  8.9239531,  1.0837946,NOT_AVAILABLE,      0,True, 40, 41,110930.fits.csv,OK,  0,  2257.20,     0.25,     0.22,   104.74,   104.72,     1.10,   133.21 , 1
HD_111028,3734970154071002624,  5.3697066,  5.8759294,  4.7097301,  1.1661992,NOT_AVAILABLE,      0,True, 54, 48,111028.fits.csv,OK,  0,     0.94,     0.07,     0.05,    16.84,    16.71,    23.16,     1.00 , 0
HD_111335,1679124752931512960,  4.7842717,  5.6958447,  3.8449731,  1.8508716,NOT_AVAILABLE,      0,True, 36, 35,111335.fits.csv,OK,  0,     1.21,     0.16,     0.08,     5.86,     4.53,     1.49,     0.83 , 0
HD_111721,3525736595998110464,  7.7326541,  8.1639194,  7.1163588,  1.0475607,NOT_AVAILABLE,      0,True, 39, 41,111721.fits.csv,OK,  0,     1.24,     0.13,     0.11,    11.63,     6.00,     7.01,     2.23 , 0
HD_111765,3703004155595579008,  5.6269469,  6.2753892,  4.8518710,  1.4235182,NOT_AVAILABLE,      0,True, 33, 31,111765.fits.csv,OK,  0,     0.80,     0.21,     0.08,     6.47,     5.14,     1.82,     1.24 , 0
HD_111812,3961912034103154944,  4.7363749,  5.0942202,  4.2314491,  0.8627710,NOT_AVAILABLE,      0,True, 38, 36,111812.fits.csv,VAR,  0,     0.98,     0.03,     0.02,     6.71,     6.55,     0.94,     1.45 , 0
HD_112030,1513919248207808512,  8.4734163,  8.9357681,  7.8373103,  1.0984578,NOT_AVAILABLE,      0,True, 43, 43,112030.fits.csv,OK,  1,     0.97,     0.04,     0.03,     4.72,     4.51,     0.89,     0.79 , 0
HD_112127,3961622622026785152,  6.5470634,  7.1601171,  5.8028679,  1.3572493,NOT_AVAILABLE,      0,True, 47, 44,112127.fits.csv,C,  0,  1331.87,     0.23,     0.19,    49.27,    49.24,     0.96,    53.24 , 1
HD_112142,3626724299468272384,  3.7855816,  5.0409822,  2.7948742,  2.2461081,NOT_AVAILABLE,      0,True, 34, 35,112142.fits.csv,SAT,  0,  3326.56,     0.32,     0.31,    23.13,    23.13,     2.01,    23.89 , 1
HD_112300,3704342295607157120,  2.4037774,  3.9102104,  2.0112715,  1.8989389,NOT_AVAILABLE,      0,True, 36, 37,112300.fits.csv,SAT,  0,     0.51,     0.85,     0.25,     9.17,     5.28,     6.21,     4.24 , 0
HD_113022,3940855699236632960,  6.0933862,  6.3146687,  5.7134161,  0.6012526,NOT_AVAILABLE,      0,True, 44, 39,113022.fits.csv,OK,  0,     0.92,     0.07,     0.05,    12.84,    12.22,    16.58,     2.11 , 0
HD_113092,1678945154579060608,  4.9423065,  5.6305614,  4.1440778,  1.4864836,NOT_AVAILABLE,      0,True, 31, 28,113092.fits.csv,OK,  0,     1.25,     0.18,     0.10,    13.15,    10.99,    14.68,     1.18 , 0
HD_113095,3937711783175696768,  5.7205324,  6.1999688,  5.0766654,  1.1233034,NOT_AVAILABLE,      0,True, 42, 35,113095.fits.csv,OK,  0,   953.69,     0.15,     0.15,    50.03,    50.02,     0.69,    53.52 , 1
HD_113226,3736865265441207424,  2.6190510,  3.4062746,  2.2495508,  1.1567237,NOT_AVAILABLE,      0,True, 35, 35,113226.fits.csv,SAT,  0,     0.75,     0.30,     0.17,     6.30,     3.29,     3.67,     1.90 , 0
HD_113436,1579166398504813312,  6.4963479,  6.5196438,  6.4112759,  0.1083679,NOT_AVAILABLE,      0,True, 40, 35,113436.fits.csv,OK,  0,   594.22,     0.16,     0.15,    52.46,    52.33,    72.17,    28.44 , 1
HD_113515,1464505065352546816,  9.2500715,  9.7684259,  8.5701485,  1.1982775,NOT_AVAILABLE,      0,True, 73, 71,113515.fits.csv,OK,  0,  1045.25,     0.18,     0.17,    95.81,    95.79,     1.85,   100.60 , 1
HD_113847,1529967204533151232,  5.3092203,  5.8869777,  4.5836806,  1.3032970,NOT_AVAILABLE,      0,True, 71, 66,113847.fits.csv,OK,  0,  1212.57,     0.20,     0.18,    69.45,    69.42,     1.18,    78.27 , 1
HD_113848,3943394845252502144,  5.9755735,  6.1623511,  5.6156497,  0.5467014,NOT_AVAILABLE,      0,True, 29, 25,113848.fits.csv,DMS,  0,     0.91,     0.08,     0.05,     6.79,     4.00,     1.57,     1.62 , 0
HD_113994,1675762068416812160,  5.8831415,  6.3874974,  5.2093248,  1.1781726,NOT_AVAILABLE,      0,True, 27, 23,113994.fits.csv,OK,  0,  1029.52,     0.17,     0.17,    46.98,    46.96,     1.50,    53.25 , 1
HD_113996,1460876573902483328,  4.2129993,  5.0443573,  3.3352852,  1.7090721,NOT_AVAILABLE,      0,True, 72, 74,113996.fits.csv,OK,  0,     1.02,     0.05,     0.05,     8.95,     8.95,     0.75,     0.85 , 0
HD_114038,3622819624439843072,  4.8242455,  5.3970375,  4.1198878,  1.2771497,NOT_AVAILABLE,      0,True, 18, 18,114038.fits.csv,OK,  1,     1.08,     0.07,     0.04,     3.58,     3.20,     0.88,     0.73 , 0
HD_114092,1460868357627586432,  5.7519093,  6.4453540,  4.9451437,  1.5002103,NOT_AVAILABLE,      0,True, 62, 56,114092.fits.csv,OK,  1,     0.92,     0.09,     0.05,     7.64,     7.50,     0.88,     0.80 , 0
HD_114113,3627706128991700480,  5.2203093,  5.8171439,  4.4844031,  1.3327408,NOT_AVAILABLE,      0,True, 51, 53,114113.fits.csv,OK,  0,  1113.42,     0.20,     0.17,    58.45,    58.42,     0.86,    64.90 , 1
HD_114203,3624638972586435072,  6.0558190,  6.5541949,  5.3935800,  1.1606150,NOT_AVAILABLE,      0,True, 35, 32,114203.fits.csv,OK,  0,  1133.52,     0.26,     0.21,    37.29,    36.93,     2.11,    42.27 , 1
HD_114256,3735773759632577024,  5.5187411,  6.0237799,  4.8481765,  1.1756034,NOT_AVAILABLE,      0,True, 64, 56,114256.fits.csv,OK,  0,  1029.82,     0.16,     0.15,    74.31,    74.31,     0.66,    80.32 , 1
HD_114287,3622861612040171264,  5.3773284,  6.2051458,  4.4801602,  1.7249856,NOT_AVAILABLE,      0,True, 22, 20,114287.fits.csv,VAR,  0,  1844.15,     0.22,     0.21,    27.08,    27.08,     0.68,    32.71 , 1
HD_114330,3629615946329315456,  4.4048052,  4.3602591,  4.3430576,  0.0172014,VARIABLE,      0,True, 28, 27,114330.fits.csv,SAT_DMS,  0,     1.00,     0.05,     0.05,     2.74,     2.48,     2.54,     1.20 , 0
HD_114357,1522481007814929408,  5.6935511,  6.2561212,  4.9244108,  1.3317103,NOT_AVAILABLE,      0,True, 51, 47,114357.fits.csv,BIN,  0,     0.94,     0.08,     0.04,     5.21,     5.01,     0.79,     0.61 , 0
HD_114642,3511640513332581504,  4.8962994,  5.1451550,  4.4964962,  0.6486588,NOT_AVAILABLE,      0,True, 24, 22,114642.fits.csv,OK,  1,     0.96,     0.04,     0.03,     3.52,     2.78,     1.02,     1.37 , 0
HD_114710,1460229442589223424,  4.0932789,  4.3876781,  3.6256194,  0.7620587,NOT_AVAILABLE,      0,True, 66, 66,114710.fits.csv,SAT,  0,     0.96,     0.04,     0.04,     8.17,     7.86,     1.03,     1.94 , 0
HD_114946,3507245834075862528,  5.0767360,  5.5287638,  4.4629793,  1.0657845,NOT_AVAILABLE,      0,True, 43, 36,114946.fits.csv,OK,  0,     0.90,     0.11,     0.05,    16.24,    15.74,    21.49,     0.98 , 0
HD_114961,3684575344281793920,  4.0741658,  7.4818687,  2.7814209,  4.7004480,VARIABLE,      0,True, 28, 28,114961.fits.csv,SAT,  0,     1.65,     0.37,     0.19,     6.06,     3.87,     4.02,     2.52 , 0
HD_115004,1524839460257904896,  4.6617522,  5.1760354,  4.0049686,  1.1710668,NOT_AVAILABLE,      0,True,101, 98,115004.fits.csv,OK,  1,     1.04,     0.05,     0.04,     6.49,     6.44,     0.65,     0.92 , 0
HD_115061,1678663370364821376,  6.6413264,  7.2077928,  5.9275465,  1.2802463,NOT_AVAILABLE,      0,True, 37, 36,115061.fits.csv,OK,  0,     1.24,     0.17,     0.09,    14.22,    13.19,    16.73,     0.96 , 0
HD_115136,1678663061127174912,  6.2110982,  6.7676129,  5.5068951,  1.2607179,NOT_AVAILABLE,      0,True, 26, 23,115136.fits.csv,OK,  1,     0.94,     0.05,     0.04,     3.56,     3.36,     0.83,     0.85 , 0
HD_115202,3507322593731193728,  4.9260554,  5.4452500,  4.2508864,  1.1943636,NOT_AVAILABLE,      0,True, 36, 35,115202.fits.csv,OK,  1,     0.94,     0.06,     0.04,     6.73,     6.50,     0.93,     0.88 , 0
HD_115444,1474455748663044736,  8.6857605,  9.1529446,  8.0348768,  1.1180677,NOT_AVAILABLE,      0,True, 62, 61,115444.fits.csv,ChP,  0,    99.99,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00 , 9
HD_115539,3742988205177032960,  6.9830999,  7.4501462,  6.3207335,  1.1294127,NOT_AVAILABLE,      0,True, 60, 55,115539.fits.csv,OK,  0,     1.02,     0.04,     0.04,     4.79,     4.78,     1.11,     0.76 , 0
HD_115589,3608694473435819776,  9.3573513,  9.7780962,  8.7715693,  1.0065269,NOT_AVAILABLE,      0,True, 48, 47,115589.fits.csv,OK,  0,   857.78,     0.26,     0.26,    83.21,    83.21,    84.13,    65.45 , 1
HD_115604,1524913024458144256,  4.6528912,  4.7910366,  4.3863897,  0.4046469,NOT_AVAILABLE,      0,True,108, 95,115604.fits.csv,VAR,  0,     0.78,     0.17,     0.12,    12.70,     8.56,     3.52,     1.96 , 0
HD_115617,3507879565090229888,  4.5325284,  4.9046731,  4.0062351,  0.8984380,NOT_AVAILABLE,      0,True, 35, 32,115617.fits.csv,OK_Planet,  0,     1.01,     0.03,     0.03,     5.14,     5.15,     0.77,     1.12 , 0
HD_11592,2574020152996148096,  6.6512055,  6.8858509,  6.2497258,  0.6361251,NOT_AVAILABLE,      0,True, 22, 17,11592.fits.csv,OK,  0,  3662.94,     0.28,  3709.68,    82.84,    49.47,    50.85,    52.13 , 1
HD_116292,3604079616975432960,  5.0929937,  5.5885267,  4.4372139,  1.1513128,NOT_AVAILABLE,      0,True, 31, 30,116292.fits.csv,OK,  1,     0.99,     0.03,     0.03,     5.56,     5.55,     0.63,     0.72 , 0
HD_116976,3604865252393354112,  4.4660563,  5.0006275,  3.7940576,  1.2065699,NOT_AVAILABLE,      0,True, 36, 30,116976.fits.csv,OK,  0,     0.99,     0.05,     0.05,    16.24,    16.24,    22.11,     0.81 , 0
HD_117176,3740176925743994752,  4.7789707,  5.1444745,  4.2315621,  0.9129124,NOT_AVAILABLE,      0,True, 49, 46,117176.fits.csv,OK_Planet,  0,     1.02,     0.03,     0.03,     7.32,     7.30,     0.95,     1.00 , 0
HD_117243,1449916362821479424,  8.2065916,  8.5122328,  7.7336450,  0.7785878,NOT_AVAILABLE,      0,True, 44, 44,117243.fits.csv,OK,  0,     0.69,     0.30,     0.15,    13.31,     6.86,     5.47,     2.42 , 0
HD_117818,3617798051756565760,  4.9350495,  5.4383407,  4.2944670,  1.1438737,NOT_AVAILABLE,      0,True, 30, 28,117818.fits.csv,OK,  1,     1.06,     0.04,     0.04,     7.38,     7.32,     0.66,     0.94 , 0
HD_117876,1444837860347893248,  5.8413682,  6.3328614,  5.1626205,  1.1702409,NOT_AVAILABLE,      0,True, 59, 58,117876.fits.csv,OK,  1,     1.06,     0.05,     0.05,     4.35,     4.05,     1.40,     0.94 , 0
HD_118055,3603949359207346048,  8.4302359,  9.1334581,  7.6144342,  1.5190239,NOT_AVAILABLE,      0,True, 37, 36,118055.fits.csv,ChP,  0,  4327.50,     0.46,     0.43,    76.98,    74.03,    11.09,    97.43 , 1
HD_118098,3662636823132300032,  3.3738446,  3.5341668,  3.2224779,  0.3116889,NOT_AVAILABLE,      0,True, 47, 47,118098.fits.csv,SAT,  0,  1064.56,     0.15,     0.18,    95.72,    95.68,     5.23,   126.62 , 1
HD_118100,3630092241022731136,  8.7372017,  9.4223547,  7.9244690,  1.4978857,NOT_AVAILABLE,      0,True, 43, 42,118100.fits.csv,VAR,  0,     0.99,     0.05,     0.05,     4.45,     4.44,     1.09,     0.91 , 0
HD_118244,1442169070750037760,  6.7892175,  7.0281057,  6.3875065,  0.6405993,NOT_AVAILABLE,      0,True, 69, 62,118244.fits.csv,BIN,  0,   610.50,     0.23,     0.24,    70.06,    70.06,    93.56,    33.86 , 1
HD_118266,3726107162637382784,  6.2061853,  6.7222571,  5.5264392,  1.1958179,NOT_AVAILABLE,      0,True, 66, 61,118266.fits.csv,OK,  0,     0.95,     0.05,     0.04,     6.06,     5.91,     0.82,     0.76 , 0
HD_119516,3742101345970116224,  8.8971643,  9.2131758,  8.3949261,  0.8182497,NOT_AVAILABLE,      0,True, 69, 67,119516.fits.csv,OK,  0,  1761.13,     0.25,     0.20,   100.86,   100.52,     3.23,   131.39 , 1
HD_120136,1244571953471006720,  4.3560209,  4.6089711,  3.9644880,  0.6444831,NOT_AVAILABLE,      0,True, 48, 47,120136.fits.csv,VAR,  0,     1.06,     0.05,     0.04,     5.30,     4.77,     1.23,     1.06 , 0
HD_120164,1496459690754708736,  5.2255359,  5.7451658,  4.5520749,  1.1930909,NOT_AVAILABLE,      0,True, 89, 87,120164.fits.csv,OK,  1,     1.06,     0.05,     0.04,     9.86,     9.77,     0.73,     0.81 , 0
HD_120348,1500502938607034496,  6.2875156,  6.8313661,  5.5887895,  1.2425766,NOT_AVAILABLE,      0,True, 69, 60,120348.fits.csv,OK,  0,     1.03,     0.04,     0.03,     8.67,     8.65,     0.72,     0.65 , 0
HD_120452,6294168164474202112,  4.6754961,  5.2020211,  4.0055084,  1.1965127,NOT_AVAILABLE,      0,True, 18, 17,120452.fits.csv,OK,  0,     1.07,     0.06,     0.04,     4.43,     4.21,     0.74,     0.79 , 0
HD_120933,1459043241342371328,  3.7662876,  5.0276666,  2.7461317,  2.2815349,NOT_AVAILABLE,      0,True, 56, 56,120933.fits.csv,SAT,  0,     1.81,     0.41,     0.29,    17.31,     8.27,     8.05,     3.62 , 0
HD_121146,1672793558820485376,  6.0332589,  6.6374707,  5.2898030,  1.3476677,NOT_AVAILABLE,      0,True, 35, 29,121146.fits.csv,OK,  1,     0.98,     0.04,     0.04,     5.05,     5.03,     0.69,     0.97 , 0
HD_121370,1244946371540479616,  2.5583582,  3.2581592,  2.3572321,  0.9009271,NOT_AVAILABLE,      0,True, 28, 28,121370.fits.csv,SAT_BIN,  0,     0.95,     0.29,     0.27,     5.37,     4.97,     7.08,     1.28 , 0
HD_121560,1230894097540611968,  6.0346680,  6.2926927,  5.6048770,  0.6878157,NOT_AVAILABLE,      0,True, 37, 36,121560.fits.csv,OK,  0,   646.07,     0.11,     0.11,    46.32,    46.32,     1.90,    50.95 , 1
HD_122408,3661266384967451520,  4.2246518,  4.2669730,  4.0783024,  0.1886706,NOT_AVAILABLE,      0,True, 24, 24,122408.fits.csv,SAT,  0,   414.10,     0.09,     0.10,    33.61,    33.62,     2.18,    37.02 , 1
HD_122563,3723554268436602240,  5.8749599,  6.3974733,  5.1786690,  1.2188044,NOT_AVAILABLE,      0,True, 52, 53,122563.fits.csv,ChP,  0,     1.93,     0.35,     0.33,    69.64,    25.85,    33.21,    12.46 , 0
HD_1227,2748881122159112960,  5.9105639,  6.3394113,  5.2748494,  1.0645618,NOT_AVAILABLE,      0,True, 28, 26,1227.fits.csv,DMS,  0,  2282.60,     0.27,     0.23,    56.11,    56.08,     0.98,    76.60 , 1
HD_122956,6301027158526567040,  6.8963647,  7.4530649,  6.1765289,  1.2765360,NOT_AVAILABLE,      0,True, 25, 23,122956.fits.csv,ChP,  0, 10936.92,     0.79,  2577.98,   131.83,    17.82,    22.64,    10.59 , 1
HD_12303,456370069393151360,  4.9634051,  4.9395709,  4.9873586, -0.0477877,NOT_AVAILABLE,      0,True, 40, 34,12303.fits.csv,OK,  0,   943.81,     0.11,     0.12,    62.54,    62.56,     3.37,    85.86 , 1
HD_123299,1667976701458958848,  3.6524229,  3.6570196,  3.6295071,  0.0275126,NOT_AVAILABLE,      0,True, 26, 27,123299.fits.csv,SAT_BIN,  0,   339.36,     0.12,     0.10,    38.91,    38.64,     1.89,    41.67 , 1
HD_12339,559491100295682048,  4.9698467,  5.4494200,  4.3437219,  1.1056981,NOT_AVAILABLE,      0,True, 37, 34,12339.fits.csv,OK,  1,     1.00,     0.05,     0.04,     5.06,     4.98,     0.67,     0.82 , 0
HD_123657,1505343882144388864,  3.7922480,  5.4850922,  2.6782765,  2.8068156,NOT_AVAILABLE,      0,True, 48, 45,123657.fits.csv,SAT_VAR,  0,     1.03,     0.12,     0.12,     5.47,     5.42,     2.71,     1.83 , 0
HD_123977,1660014416207197312,  6.1955795,  6.7054996,  5.5257897,  1.1797099,NOT_AVAILABLE,      0,True, 47, 43,123977.fits.csv,OK,  1,     1.05,     0.05,     0.03,     4.78,     4.60,     0.78,     0.73 , 0
HD_124186,1478371380150987520,  5.7794409,  6.3931518,  5.0299768,  1.3631749,NOT_AVAILABLE,      0,True, 39, 36,124186.fits.csv,OK,  0,     0.75,     0.26,     0.11,    13.43,    12.82,    17.36,     1.27 , 0
HD_124244,3674714580406064768,  8.3175364,  8.6376915,  7.8268766,  0.8108149,NOT_AVAILABLE,      0,True, 49, 47,124244.fits.csv,OK,  0,   668.88,     0.15,     0.13,    52.56,    52.49,     1.18,    56.68 , 1
HD_124547,1714135092946125184,  4.3238397,  5.0657554,  3.4954581,  1.5702972,NOT_AVAILABLE,      1,True, 26, 25,124547.fits.csv,BIN,  0,     1.32,     0.20,     0.12,    10.12,     8.08,    10.96,     1.27 , 0
HD_124570,1226796526941689856,  5.3922539,  5.6683760,  4.9568520,  0.7115240,NOT_AVAILABLE,      0,True, 28, 26,124570.fits.csv,DMS,  0,     1.18,     0.11,     0.08,     7.70,     4.59,     2.38,     0.87 , 0
HD_125451,1226844321337777536,  5.2889762,  5.4951062,  4.9457755,  0.5493307,NOT_AVAILABLE,      0,True, 24, 23,125451.fits.csv,OK,  1,     0.95,     0.04,     0.04,     5.30,     4.42,     1.40,     1.33 , 0
