UVES_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,namecsv,SIMBAD,bestfitFLAG,ratioR,chiT,chiTadj,rchi2,rchi2adj,rchi2Badj,rchi2Radj
HD148184,4323764712422936704,  4.1996417,  4.4038095,  3.7951148,  0.6086948,NOT_AVAILABLE,      0,true, 41, 41,HD148184.fits.csv,Be,  0,   1.41,   0.21,   0.16,  15.96,   9.67,  14.44,   2.57
HD148291,5830307779535002624,  4.8325324,  5.4454951,  4.0858884,  1.3596067,NOT_AVAILABLE,      0,true, 96, 87,HD148291.fits.csv,OK,  0,   1.04,   0.04,   0.04,  11.09,  10.73,  12.41,   7.64
HD148379,5942196311827421568,  5.1298251,  5.4739356,  4.6031785,  0.8707571,NOT_AVAILABLE,      0,true, 66, 62,HD148379.fits.csv,Be,  0,   1.00,   0.03,   0.03,   4.95,   4.96,   6.82,   2.88
HD148451,5765239059323778560,  6.3388429,  6.8042049,  5.6962538,  1.1079512,NOT_AVAILABLE,      0,true, 29, 27,HD148451.fits.csv,OK,  0,   1.03,   0.05,   0.03,   4.17,   2.78,   3.95,   1.47
HD148688,5968761685316464128,  5.1760998,  5.3654685,  4.7866483,  0.5788202,VARIABLE,      0,true, 27, 25,HD148688.fits.csv,BS,  0,   0.93,   0.05,   0.05,   7.24,   3.60,   2.77,   3.83
HD148898,6052319827355147264,  4.4256105,  4.4734449,  4.2946076,  0.1788373,NOT_AVAILABLE,      0,true, 41, 40,HD148898.fits.csv,VAR,  0,   0.94,   0.07,   0.06,  14.01,   7.41,   6.89,   7.80
HD148937,5941151986262863104,  6.6086712,  6.7874904,  6.2478814,  0.5396090,NOT_AVAILABLE,      0,true, 52, 47,HD148937.fits.csv,BIN,  0,   1.00,   0.03,   0.03,   3.93,   3.91,   5.45,   2.12
HD149661,4358031335898505472,  5.5535517,  5.9706206,  4.9560113,  1.0146093,NOT_AVAILABLE,      0,true, 59, 54,HD149661.fits.csv,VAR,  0,   1.01,   0.03,   0.03,   5.33,   5.27,   7.00,   4.05
HD151932,5968019618048049664,  6.2997370,  6.4975901,  5.8955894,  0.6020007,VARIABLE,      0,true, 40, 39,HD151932.fits.csv,WR,  0,   1.03,   0.08,   0.08,   9.83,   9.82,  11.17,   8.72
HD152003,5966519162610481664,  6.8486099,  7.0504432,  6.4608459,  0.5895972,VARIABLE,      0,true, 43, 40,HD152003.fits.csv,BS,  0,   0.98,   0.03,   0.03,   3.00,   2.66,   3.71,   1.45
HD152235,5966501501704611840,  6.1130810,  6.4169879,  5.6039543,  0.8130336,VARIABLE,      0,true, 37, 36,HD152235.fits.csv,BS,  0,   0.93,   0.07,   0.05,   7.69,   3.75,   5.28,   2.01
HD152270,5966509541883497984,  6.5590334,  6.6705632,  6.3039474,  0.3666158,NOT_AVAILABLE,      0,true, 37, 33,HD152270.fits.csv,WR,  0,   0.94,   0.26,   0.21,  17.88,  13.99,  14.48,  13.70
HD152311,4127420626087054976,  5.6906576,  6.0379553,  5.1752367,  0.8627186,NOT_AVAILABLE,      0,true, 38, 33,HD152311.fits.csv,BIN,  0,   0.97,   0.05,   0.06,   7.14,   7.32,  10.57,   3.44
HD152429,6034500386022688896,  7.0914221,  7.3530340,  6.6659007,  0.6871333,NOT_AVAILABLE,      0,true, 48, 44,HD152429.fits.csv,OK,  0,   0.98,   0.03,   0.03,   3.77,   3.66,   4.64,   2.76
HD152786,5917537534527580160,  2.5107856,  3.7142208,  2.1016068,  1.6126139,NOT_AVAILABLE,      0,true, 30, 30,HD152786.fits.csv,SAT,  0,   0.72,   0.41,   0.24,  13.38,   4.26,   4.27,   4.24
HD154365,4111834567779557376,  7.0693331,  7.5759540,  6.4083877,  1.1675663,VARIABLE,      0,true, 50, 50,HD154365.fits.csv,VAR,  0,   1.01,   0.06,   0.06,   0.89,   1.00,   1.31,   0.70
HD154811,5950908193476521856,  6.7860942,  6.9986105,  6.3893871,  0.6092234,VARIABLE,      0,true, 49, 47,HD154811.fits.csv,OK,  0,   0.94,   0.06,   0.06,   6.16,   5.97,   8.64,   2.58
HD154873,5950941488064653056,  6.8552413,  6.9843388,  6.5781589,  0.4061799,NOT_AVAILABLE,      0,true, 52, 48,HD154873.fits.csv,DMS,  0,   0.79,   0.19,   0.07,  34.65,   5.21,   7.41,   2.71
HD155416,5973552497981951360,  6.4402857,  6.6676769,  6.0103979,  0.6572790,NOT_AVAILABLE,      0,true, 57, 53,HD155416.fits.csv,OK,  0,   0.99,   0.03,   0.03,   3.90,   3.56,   3.83,   3.37
HD155806,5979008205986483712,  5.6680999,  5.6342106,  5.6738133, -0.0396028,VARIABLE,      0,true, 37, 34,HD155806.fits.csv,Be,  0,   0.92,   0.08,   0.03,   8.52,   3.49,   3.94,   3.14
HD156026,4109034455276324608,  5.8898630,  6.5309701,  5.1161342,  1.4148359,NOT_AVAILABLE,      0,true, 36, 30,HD156026.fits.csv,VAR,  0,   0.97,   0.05,   0.05,   7.25,   7.36,   9.70,   4.88
HD156098,5979460655025099776,  5.4043751,  5.6603212,  4.9942789,  0.6660423,NOT_AVAILABLE,      0,true, 22, 21,HD156098.fits.csv,OK,  0,   0.97,   0.05,   0.05,   4.49,   4.22,   4.78,   3.26
HD156274,5951165616611763456,  5.3014293,  5.7087970,  4.7346768,  0.9741201,NOT_AVAILABLE,      0,true, 23, 21,HD156274.fits.csv,OK,  0,   0.90,   0.08,   0.06,  10.37,   6.84,   8.64,   5.22
HD156385,5952743072247166464,  6.7683187,  6.8429828,  6.5876312,  0.2553515,NOT_AVAILABLE,      0,true, 31, 29,HD156385.fits.csv,WR,  0,   1.38,   0.39,   0.41,  16.24,  16.91,  18.15,  16.06
HD156575,5952663872981837440,  7.2748494,  7.3746691,  7.0382347,  0.3364344,NOT_AVAILABLE,      0,true, 35, 33,HD156575.fits.csv,OK,  0,   0.98,   0.04,   0.04,   3.28,   2.67,   3.46,   1.92
HD157038,5972810563833563648,  6.0311713,  6.4989691,  5.3604546,  1.1385145,VARIABLE,      0,true, 23, 23,HD157038.fits.csv,BS,  0,   0.88,   0.10,   0.08,   8.88,   7.57,  10.76,   3.72
HD160529,4053887521876855808,  5.9595490,  6.7675562,  5.1084104,  1.6591458,VARIABLE,      0,true, 23, 41,HD160529.fits.csv,ESG,  0,   0.74,   0.29,   0.05,  14.09,   3.32,   4.16,   0.85
HD160691,5945941905576552064,  4.9427519,  5.2933221,  4.4427133,  0.8506088,NOT_AVAILABLE,      0,true, 30, 28,HD160691.fits.csv,CRO,  0,   1.00,   0.03,   0.03,   4.47,   4.57,   5.63,   3.61
HD162144,4041462250189194752,  7.5950632,  7.5909905,  7.5642891,  0.0267015,NOT_AVAILABLE,      0,true, 38, 32,HD162144.fits.csv,CRO,  0,   1.00,   0.04,   0.04,   4.11,   4.09,   4.61,   3.68
HD162187,4041579137662906752,  9.4904423,  9.5909290,  9.2917128,  0.2992163,NOT_AVAILABLE,      0,true, 32, 30,HD162187.fits.csv,CRO,  0,   0.99,   0.08,   0.06,   8.39,   6.70,   8.67,   4.87
HD162305,4041561171865960448,  7.8004031,  7.7872305,  7.7834706,  0.0037599,NOT_AVAILABLE,      0,true, 29, 29,HD162305.fits.csv,CRO,  0,   1.00,   0.04,   0.04,   4.11,   3.99,   4.63,   3.45
HD162306,4040709497081178496,  8.8676977,  8.8535862,  8.8420410,  0.0115452,VARIABLE,      0,true, 39, 39,HD162306.fits.csv,DMS,  0,   0.89,   0.06,   0.07,  10.47,   5.76,   7.51,   4.04
HD162374,4040810720855068288,  5.8600879,  5.7941790,  5.9374914, -0.1433125,NOT_AVAILABLE,      0,true, 34, 28,HD162374.fits.csv,BSS,  0,   1.04,   0.04,   0.03,   4.82,   2.80,   3.08,   2.59
HD162391,4041599414270468480,  5.5286350,  6.0895171,  4.8124785,  1.2770386,NOT_AVAILABLE,      0,true, 25, 25,HD162391.fits.csv,BIN,  0,   0.99,   0.04,   0.04,   5.94,   6.00,   7.34,   4.83
HD162393,4040804085044179968,  8.0569029,  8.0685616,  7.9977913,  0.0707703,NOT_AVAILABLE,      0,true, 38, 37,HD162393.fits.csv,CRO,  0,   0.98,   0.04,   0.04,   4.45,   4.46,   5.17,   3.87
HD162514,4041570174122317440,  8.8167229,  8.9329243,  8.5874977,  0.3454266,NOT_AVAILABLE,      0,true, 37, 36,HD162514.fits.csv,CRO,  0,   0.79,   0.30,   0.44,  25.38,  34.28,  36.45,   5.68
HD162515,4040792716343899520,  6.5342617,  6.5317287,  6.4958177,  0.0359111,NOT_AVAILABLE,      0,true, 33, 26,HD162515.fits.csv,BIN,  0,   0.99,   0.04,   0.04,   3.94,   3.91,   4.02,   3.85
HD162576,4040842056948543232,  6.9425287,  6.9321365,  6.9155779,  0.0165586,NOT_AVAILABLE,      0,true, 33, 30,HD162576.fits.csv,VAR,  0,   1.00,   0.03,   0.04,   4.17,   4.16,   3.79,   4.45
HD162586,4040814740947685376,  6.5824842,  6.0977278,  6.1365933, -0.0388656,NOT_AVAILABLE,      0,true, 34, 32,HD162586.fits.csv,DMS,  0,   1.09,   0.07,   0.09,   5.84,   3.51,   4.91,   1.91
HD162587,4040799485267855232,  5.9781823,  5.8178205,  4.5742040,  1.2436166,NOT_AVAILABLE,      0,true, 31, 29,HD162587.fits.csv,DMS,  0,   1.14,   0.22,   0.19,   6.28,   5.94,   8.79,   2.35
HD162630,4040838380456117888,  7.5566473,  7.5514436,  7.5251465,  0.0262971,NOT_AVAILABLE,      0,true, 38, 38,HD162630.fits.csv,BIN,  0,   1.00,   0.05,   0.05,   4.77,   4.92,   5.12,   4.80
HD162631,4040801031403875456,  7.3643036,  7.3795838,  7.2921929,  0.0873909,NOT_AVAILABLE,      0,true, 35, 34,HD162631.fits.csv,CRO,  0,   0.97,   0.04,   0.05,   4.49,   4.23,   4.46,   4.08
HD162678,4040825358109531520,  6.3315701,  6.3445039,  6.2623053,  0.0821986,NOT_AVAILABLE,      0,true, 27, 27,HD162678.fits.csv,CRO,  0,   1.01,   0.02,   0.02,   4.61,   4.54,   4.45,   4.61
HD162679,4040801890398044928,  7.1413913,  7.1382766,  7.1024675,  0.0358090,NOT_AVAILABLE,      0,true, 35, 35,HD162679.fits.csv,BIN,  0,   0.84,   0.30,   0.08,  24.81,   4.61,   4.67,   4.42
HD162680,4040800722166107136,  7.7483907,  7.7657948,  7.6808934,  0.0849013,NOT_AVAILABLE,      0,true, 40, 37,HD162680.fits.csv,CRO,  0,   1.00,   0.04,   0.04,   6.77,   6.19,   6.16,   6.78
HD162719,4063703377509158656,  6.8756309,  6.9295325,  6.6985373,  0.2309952,VARIABLE,      0,true, 46, 39,HD162719.fits.csv,OK,  0,   1.00,   0.05,   0.05,   8.89,   8.83,  12.80,   3.89
HD162724,4040825529908227072,  6.0615025,  5.9562697,  5.9012318,  0.0550380,NOT_AVAILABLE,      0,true, 21, 19,HD162724.fits.csv,BIN,  0,   1.06,   0.07,   0.05,   3.52,   1.88,   2.13,   1.68
HD162725,4040824258597614976,  6.3840456,  6.3929992,  6.3326392,  0.0603600,VARIABLE,      0,true, 29, 29,HD162725.fits.csv,VAR,  0,   0.94,   0.05,   0.05,   4.41,   3.26,   3.12,   3.38
HD162780,4040826526340512128,  6.8611388,  6.8748250,  6.7901869,  0.0846381,NOT_AVAILABLE,      0,true, 33, 25,HD162780.fits.csv,BIN,  0,   0.98,   0.04,   0.04,   4.36,   4.01,   3.38,   4.45
HD162781,4040821200580732800,  7.4808578,  7.5015264,  7.3449545,  0.1565719,VARIABLE,      0,true, 39, 38,HD162781.fits.csv,CRO,  0,   1.02,   0.13, -20.00,   4.77,   4.77,   4.77,   4.77
HD162817,4040847760668408832,  6.0771818,  6.1079078,  5.9707084,  0.1371994,NOT_AVAILABLE,      0,true, 28, 21,HD162817.fits.csv,CRO,  0,   1.01,   0.04,   0.04,   4.62,   4.73,   4.61,   4.85
HD162888,4040834635242511616,  6.9191723,  6.9487848,  6.8130293,  0.1357555,NOT_AVAILABLE,      0,true, 34, 35,HD162888.fits.csv,Be,  0,   1.02,   0.04,   0.04,   4.61,   4.41,   4.79,   4.14
HD162889,4040822811103190272,  8.3650303,  8.3970728,  8.2684307,  0.1286421,NOT_AVAILABLE,      0,true, 35, 33,HD162889.fits.csv,CRO,  0,   0.98,   0.04,   0.04,   5.81,   5.40,   5.23,   5.54
HD163318,4063417332766504576,  5.7303596,  5.8238635,  5.5427098,  0.2811537,NOT_AVAILABLE,      0,true, 40, 36,HD163318.fits.csv,CRO,  0,   0.98,   0.04,   0.05,   5.68,   5.73,   6.71,   4.91
HD163652,4037358426191922688,  5.4902577,  5.9617524,  4.8515549,  1.1101975,NOT_AVAILABLE,      0,true, 27, 25,HD163652.fits.csv,CRO,  0,   0.98,   0.03,   0.03,   4.82,   5.24,   6.99,   3.51
HD163745,4035245096041719424,  6.4809737,  6.4333076,  6.5193338, -0.0860262,NOT_AVAILABLE,      0,true, 30, 26,HD163745.fits.csv,OK,  0,   1.02,   0.04,   0.03,   3.45,   2.79,   2.68,   2.88
HD163758,4037463292131089536,  7.2677631,  7.2692637,  7.1886082,  0.0806556,NOT_AVAILABLE,      0,true, 33, 33,HD163758.fits.csv,BS,  0,   1.05,   0.03,   0.04,   4.16,   3.80,   5.65,   1.44
HD163800,4069523951550440832,  6.8938456,  7.0359015,  6.5947318,  0.4411697,NOT_AVAILABLE,      0,true, 21, 21,HD163800.fits.csv,OK,  0,   0.98,   0.04,   0.04,   2.52,   2.55,   3.40,   1.66
HD164259,4177224620176470912,  4.5056276,  4.7140322,  4.1682100,  0.5458221,NOT_AVAILABLE,      0,true, 27, 23,HD164259.fits.csv,OK,  0,   1.08,   0.06,   0.03,   8.52,   4.30,   5.92,   2.59
HD164794,4066022591147527552,  5.8857489,  5.8955927,  5.7921786,  0.1034141,NOT_AVAILABLE,      0,true, 18, 18,HD164794.fits.csv,ELS,  0,   0.98,   0.04,   0.04,   2.29,   2.27,   1.79,   2.58
HD170235,4076939607797219968,  6.5214143,  6.5483580,  6.4096131,  0.1387448,NOT_AVAILABLE,      0,true, 23, 23,HD170235.fits.csv,Be,  0,   1.09,   0.08,   0.04,   3.07,   1.23,   1.69,   0.73
HD171012,4093346863913375232,  6.6607327,  6.9030566,  6.2261295,  0.6769271,VARIABLE,      0,true, 21, 19,HD171012.fits.csv,BS,  0,   1.10,   0.09,   0.03,   9.12,   2.28,   4.37,   1.60
HD189124,6444391655040244992,  3.1375270,  5.3753304,  2.2563672,  3.1189632,VARIABLE,      0,true, 22, 22,HD189124.fits.csv,VAR,  0,   0.65,   0.62,   0.29,  18.55,   9.14,  10.50,   8.08
HD190248,6427464123776727168,  3.3641381,  3.8463583,  2.8270798,  1.0192785,NOT_AVAILABLE,      0,true, 71, 70,HD190248.fits.csv,SAT,  0,   1.04,   0.06,   0.05,   7.06,   5.32,   6.92,   3.80
HD191301,6850594406170094080,  7.3370132,  7.5650959,  6.9398713,  0.6252246,VARIABLE,      0,true, 34, 31,HD191301.fits.csv,VAR,  0,   0.97,   0.04,   0.04,   2.84,   2.70,   3.30,   2.17
HD196171,6674382927491854848,  2.8521497,  3.6026647,  2.3804884,  1.2221763,NOT_AVAILABLE,      0,true, 32, 31,HD196171.fits.csv,SAT,  0,   0.91,   0.14,   0.10,   6.99,   3.15,   3.15,   3.15
HD198357,6777965134807570560,  5.0564790,  5.7767982,  4.2361131,  1.5406852,NOT_AVAILABLE,      0,true, 38, 35,HD198357.fits.csv,OK,  1,   0.99,   0.03,   0.04,   6.14,   5.89,   7.32,   4.58
HD199642,6476205852190128512,  5.5940537,  6.5335398,  4.6314750,  1.9020648,NOT_AVAILABLE,      0,true, 41, 35,HD199642.fits.csv,OK,  0,   1.01,   0.04,   0.04,   8.90,   8.78,  11.97,   5.43
HD199728,6881531326185815808,  6.2478423,  6.1898513,  6.3185363, -0.1286850,VARIABLE,      0,true, 31, 31,HD199728.fits.csv,VAR,  0,   1.00,   0.03,   0.03,   2.85,   2.89,   2.40,   3.22
HD199951,6781898465857257472,  4.4319229,  4.8837662,  3.8159671,  1.0677991,NOT_AVAILABLE,      0,true, 43, 37,HD199951.fits.csv,OK,  0,   1.01,   0.03,   0.02,   4.72,   4.40,   4.76,   4.14
HD202320,6832163911228998784,  4.8392615,  5.4158592,  4.1293511,  1.2865081,NOT_AVAILABLE,      0,true, 40, 35,HD202320.fits.csv,OK,  0,   1.02,   0.03,   0.03,   6.49,   5.56,   7.03,   4.23
HD203608,6401464693867773568,  4.0891333,  4.3496490,  3.6440711,  0.7055779,NOT_AVAILABLE,      0,true, 55, 50,HD203608.fits.csv,OK,  0,   1.03,   0.03,   0.03,   5.44,   3.60,   4.27,   3.06
HD203875,6894198082390222464,  5.6779661,  5.7716413,  5.4931049,  0.2785363,NOT_AVAILABLE,      0,true, 28, 24,HD203875.fits.csv,OK,  0,   1.01,   0.04,   0.04,   4.56,   4.20,   3.76,   4.53
HD204075,6828125061423674752,  3.5300386,  4.0549998,  2.9158626,  1.1391373,NOT_AVAILABLE,      0,true, 36, 36,HD204075.fits.csv,SAT,  0,   1.04,   0.05,   0.04,   4.89,   4.04,   3.76,   4.26
HD209100,6412595290592307840,  4.3229041,  4.9079766,  3.6105571,  1.2974195,NOT_AVAILABLE,      0,true, 42, 45,HD209100.fits.csv,OK,  0,   1.02,   0.04,   0.03,   7.90,   6.19,   8.67,   4.26
HD210066,6611527455503953536,  4.4401288,  5.2411957,  3.5765655,  1.6646302,NOT_AVAILABLE,      0,true, 44, 43,HD210066.fits.csv,VAR,  0,   0.95,   0.06,   0.05,  13.44,  12.07,  15.27,   9.11
HD210111,6611824083124944384,  6.3262048,  6.4299159,  6.1063890,  0.3235269,NOT_AVAILABLE,      0,true, 43, 39,HD210111.fits.csv,OK,  1,   1.01,   0.03,   0.03,   4.02,   3.98,   4.58,   3.51
HD210848,6625981669722090112,  5.4577870,  5.7173600,  5.0473728,  0.6699872,NOT_AVAILABLE,      0,true, 21, 19,HD210848.fits.csv,OK,  1,   1.01,   0.03,   0.03,   3.17,   2.98,   3.01,   2.96
HD211415,6508776375901968640,  5.2305317,  5.5417171,  4.7359624,  0.8057547,NOT_AVAILABLE,      0,true, 45, 43,HD211415.fits.csv,OK?,  0,   0.99,   0.03,   0.03,   4.58,   4.08,   5.51,   2.61
HD211998,6382933589314905472,  5.0583344,  5.4352627,  4.5068302,  0.9284325,NOT_AVAILABLE,      0,true, 43, 37,HD211998.fits.csv,DMS,  0,   1.00,   0.02,   0.02,   3.73,   2.97,   3.55,   2.50
HD213080,6520955322608285824,  2.9805827,  4.4669456,  2.2610514,  2.2058942,NOT_AVAILABLE,      0,true, 46, 46,HD213080.fits.csv,SAT,  0,   0.77,   0.34,   0.23,  23.18,  14.52,  18.91,  10.12
HD216435,6515731817739456256,  5.8873706,  6.1899242,  5.4184041,  0.7715201,NOT_AVAILABLE,      0,true, 37, 35,HD216435.fits.csv,OK,  0,   0.97,   0.03,   0.04,   4.55,   4.31,   5.13,   3.63
HD219571,6492406743706907776,  3.8917949,  4.1096663,  3.5140402,  0.5956261,NOT_AVAILABLE,      0,true, 51, 55,HD219571.fits.csv,OK,  0,   1.05,   0.04,   0.04,   6.70,   3.66,   4.39,   3.04
HD320764,4040808968507325312,  8.9001417,  8.9651680,  8.7519674,  0.2132006,NOT_AVAILABLE,      0,true, 34, 34,HD320764.fits.csv,DMS,  0,   1.02,   0.08,   0.05,   9.04,   5.92,   7.27,   4.70
HD320768,4040804158143154560,  9.1518030,  9.2919703,  8.8855801,  0.4063902,NOT_AVAILABLE,      0,true, 38, 35,HD320768.fits.csv,OK,  0,   0.98,   0.03,   0.04,   5.02,   5.10,   5.96,   4.42
HD320847,4040844840088710656, 10.1042614, 10.3756285,  9.6669407,  0.7086878,NOT_AVAILABLE,      0,true, 34, 29,HD320847.fits.csv,BIN,  0,   0.95,   0.04,   0.04,   7.75,   5.86,   7.84,   3.91
HD320865,4040800893964862080,  9.6399641,  9.7713842,  9.1556282,  0.6157560,NOT_AVAILABLE,      0,true, 22, 19,HD320865.fits.csv,DMS,  0,   0.88,   0.09,   0.05,   3.84,   2.05,   2.46,   1.71
HD320868,4040820341586756224,  8.4072208,  9.2125769,  7.5301356,  1.6824412,NOT_AVAILABLE,      0,true, 33, 26,HD320868.fits.csv,OK,  0,   0.97,   0.04,   0.04,   5.66,   4.95,   5.44,   4.56
IC2391_1,5317972984874048000,  7.0394201,  6.9760404,  7.1255031, -0.1494627,NOT_AVAILABLE,      0,true, 38, 35,IC2391-0001.fits.csv,OK,  0,   0.99,   0.05,   0.05,   3.02,   3.02,   2.67,   3.26
IC2391_2,5321180844402213504,  8.3764906,  8.3486204,  8.3063707,  0.0422497,NOT_AVAILABLE,      0,true, 39, 39,IC2391-0002.fits.csv,OK,  0,   0.97,   0.05,   0.05,   2.63,   2.50,   3.53,   1.37
IC2391_4,5321196301989898624,  9.3652124,  9.0124140,  8.4182968,  0.5941172,NOT_AVAILABLE,      0,true, 36, 34,IC2391-0004.fits.csv,BIN,  0,   0.88,   0.10,   0.08,   1.91,   1.53,   1.15,   1.76
IC2391_5,5318049534067120512,  8.6721487,  8.8521318,  8.3454285,  0.5067034,NOT_AVAILABLE,      0,true, 36, 39,IC2391-0005.fits.csv,OK,  0,   0.97,   0.03,   0.03,   3.79,   4.19,   5.55,   2.85
IC2391_8,5318169866178702976,  6.4320326,  6.3810987,  6.4942188, -0.1131201,NOT_AVAILABLE,      0,true, 28, 29,IC2391-0008.fits.csv,OK,  1,   1.01,   0.04,   0.04,   2.54,   2.59,   3.22,   2.03
IC2391_10,5318565651704167680,  8.8152981,  9.0089321,  8.4622059,  0.5467262,VARIABLE,      0,true, 48, 49,IC2391-0010.fits.csv,OK,  0,   0.96,   0.03,   0.04,   4.16,   4.24,   5.96,   2.35
IC2391_11,5321582715910437376,  8.4406900,  8.5334673,  8.2503500,  0.2831173,NOT_AVAILABLE,      2,true, 42, 42,IC2391-0011.fits.csv,BIN,  0,   1.01,   0.04,   0.04,   4.22,   4.21,   4.11,   4.31
IC2391_13,5318113550566048256,  5.4277649,  5.3475761,  5.5437975, -0.1962214,NOT_AVAILABLE,      0,true, 27, 25,IC2391-0013.fits.csv,VAR,  0,   1.07,   0.05,   0.04,   6.28,   2.90,   2.58,   3.12
IC2391_16,5318541982145960064,  5.1587687,  5.0862126,  5.2492933, -0.1630807,NOT_AVAILABLE,      0,true, 22, 19,IC2391-0016.fits.csv,BIN,  0,   0.99,   0.03,   0.03,   2.56,   2.52,   2.63,   2.45
IC2391_17,5321626009181506688,  7.4335275,  7.3788028,  7.5033107, -0.1245079,VARIABLE,      0,true, 42, 40,IC2391-0017.fits.csv,VAR,  0,   0.98,   0.04,   0.04,   2.55,   2.55,   2.43,   2.65
IC2391_18,5318117330136955392,  7.2142963,  7.1899629,  7.2028713, -0.0129085,VARIABLE,      0,true, 34, 30,IC2391-0018.fits.csv,VAR,  0,   1.04,   0.05,   0.05,   3.71,   2.86,   3.91,   1.77
IC2391_19,5318083382715884928,  7.2915058,  7.4154334,  7.0476980,  0.3677354,NOT_AVAILABLE,      0,true, 42, 37,IC2391-0019.fits.csv,OK,  1,   0.99,   0.03,   0.03,   3.20,   3.19,   3.88,   2.62
IC2391_20,5318547273548061824,  3.5350146,  3.5431633,  3.6934586, -0.1502953,NOT_AVAILABLE,      0,true, 26, 26,IC2391-0020.fits.csv,SAT,  0,   1.06,   0.06,   0.09,   5.32,   3.18,   3.64,   2.82
IC2391_21,5318543425255007872,  5.5331173,  5.4675317,  5.6290007, -0.1614690,NOT_AVAILABLE,      0,true, 29, 27,IC2391-0021.fits.csv,VAR,  0,   1.05,   0.05,   0.05,   5.55,   3.09,   3.14,   3.06
IC2391_22,5318111351542618496,  8.3427563,  8.9014196,  7.6287374,  1.2726822,NOT_AVAILABLE,      0,true, 42, 39,IC2391-0022.fits.csv,OK,  0,   0.95,   0.05,   0.04,   6.33,   6.03,   8.84,   2.54
IC2391_23,5318554111133634432,  7.2669258,  7.2537723,  7.2621756, -0.0084033,NOT_AVAILABLE,      0,true, 34, 29,IC2391-0023.fits.csv,OK,  1,   1.00,   0.04,   0.04,   3.13,   3.17,   3.56,   2.88
IC2391_26,5318501368933313280,  8.8954325,  9.4385872,  8.1951542,  1.2434330,NOT_AVAILABLE,      0,true, 39, 38,IC2391-0026.fits.csv,OK,  0,   0.89,   0.16,   0.04,  21.19,   4.84,   6.05,   3.75
IC2391_28,5318575448532526848,  7.8549891,  7.9956589,  7.1455636,  0.8500953,NOT_AVAILABLE,      0,true, 26, 22,IC2391-0028.fits.csv,DMS,  0,   0.94,   0.07, -20.00,   0.75,   0.51,   0.51,   0.51
IC2391_29,5318499822745556992,  7.3699145,  7.3627877,  7.3564000,  0.0063877,NOT_AVAILABLE,      0,true, 29, 31,IC2391-0029.fits.csv,OK,  1,   1.00,   0.04,   0.04,   3.64,   3.70,   4.45,   3.07
IC2391_31,5318485048061677952,  5.5821362,  5.3987045,  5.5795946, -0.1808901,VARIABLE,      0,true, 29, 28,IC2391-0031.fits.csv,VAR,  0,   1.02,   0.04,   0.07,   2.92,   1.54,   1.76,   1.37
IC2391_33,5317874475508122752,  8.6355247,  8.7260542,  8.4513655,  0.2746887,NOT_AVAILABLE,      0,true, 45, 43,IC2391-0033.fits.csv,OK,  0,   1.13,   0.07,   0.10,  13.23,  12.40,  15.95,   6.01
IC2391_34,5318486456810851072,  4.8141437,  4.7214098,  4.9451962, -0.2237864,VARIABLE,      0,true, 26, 21,IC2391-0034.fits.csv,BIN,  0,   1.05,   0.05,   0.04,   5.81,   2.51,   2.05,   2.80
IC2391_35,5317887321743547264,  9.2677279,  9.4766741,  8.9089565,  0.5677176,NOT_AVAILABLE,      0,true, 37, 38,IC2391-0035.fits.csv,OK,  0,   0.96,   0.04,   0.04,   5.80,   4.56,   5.26,   3.99
IC2391_36,5318579606060497408,  9.4774227,  9.7212591,  9.0722303,  0.6490288,NOT_AVAILABLE,      0,true, 39, 40,IC2391-0036.fits.csv,OK,  0,   0.98,   0.04,   0.04,   5.37,   5.71,   7.30,   4.25
IC2391_40,5318285173154004352,  7.7826505,  7.7947674,  7.5413680,  0.2533994,VARIABLE,      0,true, 35, 33,IC2391-0040.fits.csv,DMS,  0,   0.94,   0.06,   0.05,   2.29,   2.07,   2.76,   1.38
IC2391_41,5318318918726520576,  7.5340028,  7.5633998,  7.4478769,  0.1155229,NOT_AVAILABLE,      0,true, 37, 36,IC2391-0041.fits.csv,OK,  1,   1.00,   0.04,   0.04,   3.43,   3.45,   3.97,   3.04
IC2391_42,5318270608933694208,  8.9640856,  9.0195265,  8.8352499,  0.1842766,NOT_AVAILABLE,      0,true, 47, 49,IC2391-0042.fits.csv,OK,  0,   0.98,   0.04,   0.04,   6.43,   5.78,   4.82,   6.40
IC2391_43,5318215495911387136,  9.4399405,  9.5808887,  9.1770325,  0.4038563,VARIABLE,      0,true, 47, 46,IC2391-0043.fits.csv,BIN,  0,   0.95,   0.04,   0.05,   4.62,   4.24,   4.88,   3.73
IC2391_44,5318630973868090496,  9.1990490,  9.3926382,  8.8635998,  0.5290384,NOT_AVAILABLE,      0,true, 45, 44,IC2391-0044.fits.csv,OK,  1,   0.99,   0.03,   0.03,   4.70,   4.89,   5.60,   4.31
IC2391_45,5318327165064125696,  9.3713770,  9.3768444,  9.3219919,  0.0548525,NOT_AVAILABLE,      0,true, 36, 33,IC2391-0045.fits.csv,OK,  1,   1.00,   0.04,   0.04,   4.44,   4.44,   4.15,   4.66
